	Unnamed: 0	survived	pclass	sex	age	sibsp	parch	fare	embarked	class	who	adult_male	deck	embark_town	alive	alone
338	338	1	3	male	45.0	0	0	8.05	S	Third	man	True		Southampton	yes	True
339	339	0	1	male	45.0	0	0	35.5	S	First	man	True		Southampton	no	True
340	340	1	2	male	2.0	1	1	26.0	S	Second	child	False	F	Southampton	yes	False
341	341	1	1	female	24.0	3	2	263.0	S	First	woman	False	C	Southampton	yes	False
342	342	0	2	male	28.0	0	0	13.0	S	Second	man	True		Southampton	no	True
343	343	0	2	male	25.0	0	0	13.0	S	Second	man	True		Southampton	no	True
344	344	0	2	male	36.0	0	0	13.0	S	Second	man	True		Southampton	no	True
345	345	1	2	female	24.0	0	0	13.0	S	Second	woman	False	F	Southampton	yes	True
346	346	1	2	female	40.0	0	0	13.0	S	Second	woman	False		Southampton	yes	True
347	347	1	3	female		1	0	16.1	S	Third	woman	False		Southampton	yes	False
348	348	1	3	male	3.0	1	1	15.9	S	Third	child	False		Southampton	yes	False
349	349	0	3	male	42.0	0	0	8.6625	S	Third	man	True		Southampton	no	True
350	350	0	3	male	23.0	0	0	9.225	S	Third	man	True		Southampton	no	True
351	351	0	1	male		0	0	35.0	S	First	man	True	C	Southampton	no	True
352	352	0	3	male	15.0	1	1	7.2292	C	Third	child	False		Cherbourg	no	False
353	353	0	3	male	25.0	1	0	17.8	S	Third	man	True		Southampton	no	False
354	354	0	3	male		0	0	7.225	C	Third	man	True		Cherbourg	no	True
355	355	0	3	male	28.0	0	0	9.5	S	Third	man	True		Southampton	no	True
356	356	1	1	female	22.0	0	1	55.0	S	First	woman	False	E	Southampton	yes	False
357	357	0	2	female	38.0	0	0	13.0	S	Second	woman	False		Southampton	no	True
358	358	1	3	female		0	0	7.8792	Q	Third	woman	False		Queenstown	yes	True
359	359	1	3	female		0	0	7.8792	Q	Third	woman	False		Queenstown	yes	True
360	360	0	3	male	40.0	1	4	27.9	S	Third	man	True		Southampton	no	False
361	361	0	2	male	29.0	1	0	27.7208	C	Second	man	True		Cherbourg	no	False
362	362	0	3	female	45.0	0	1	14.4542	C	Third	woman	False		Cherbourg	no	False
363	363	0	3	male	35.0	0	0	7.05	S	Third	man	True		Southampton	no	True
364	364	0	3	male		1	0	15.5	Q	Third	man	True		Queenstown	no	False
365	365	0	3	male	30.0	0	0	7.25	S	Third	man	True		Southampton	no	True
366	366	1	1	female	60.0	1	0	75.25	C	First	woman	False	D	Cherbourg	yes	False
367	367	1	3	female		0	0	7.2292	C	Third	woman	False		Cherbourg	yes	True
368	368	1	3	female		0	0	7.75	Q	Third	woman	False		Queenstown	yes	True
369	369	1	1	female	24.0	0	0	69.3	C	First	woman	False	B	Cherbourg	yes	True
370	370	1	1	male	25.0	1	0	55.4417	C	First	man	True	E	Cherbourg	yes	False
371	371	0	3	male	18.0	1	0	6.4958	S	Third	man	True		Southampton	no	False
372	372	0	3	male	19.0	0	0	8.05	S	Third	man	True		Southampton	no	True
373	373	0	1	male	22.0	0	0	135.6333	C	First	man	True		Cherbourg	no	True
374	374	0	3	female	3.0	3	1	21.075	S	Third	child	False		Southampton	no	False
375	375	1	1	female		1	0	82.1708	C	First	woman	False		Cherbourg	yes	False
376	376	1	3	female	22.0	0	0	7.25	S	Third	woman	False		Southampton	yes	True
377	377	0	1	male	27.0	0	2	211.5	C	First	man	True	C	Cherbourg	no	False
378	378	0	3	male	20.0	0	0	4.0125	C	Third	man	True		Cherbourg	no	True
379	379	0	3	male	19.0	0	0	7.775	S	Third	man	True		Southampton	no	True
380	380	1	1	female	42.0	0	0	227.525	C	First	woman	False		Cherbourg	yes	True
381	381	1	3	female	1.0	0	2	15.7417	C	Third	child	False		Cherbourg	yes	False
382	382	0	3	male	32.0	0	0	7.925	S	Third	man	True		Southampton	no	True
383	383	1	1	female	35.0	1	0	52.0	S	First	woman	False		Southampton	yes	False
384	384	0	3	male		0	0	7.8958	S	Third	man	True		Southampton	no	True
385	385	0	2	male	18.0	0	0	73.5	S	Second	man	True		Southampton	no	True
386	386	0	3	male	1.0	5	2	46.9	S	Third	child	False		Southampton	no	False
387	387	1	2	female	36.0	0	0	13.0	S	Second	woman	False		Southampton	yes	True
388	388	0	3	male		0	0	7.7292	Q	Third	man	True		Queenstown	no	True
389	389	1	2	female	17.0	0	0	12.0	C	Second	woman	False		Cherbourg	yes	True
390	390	1	1	male	36.0	1	2	120.0	S	First	man	True	B	Southampton	yes	False
391	391	1	3	male	21.0	0	0	7.7958	S	Third	man	True		Southampton	yes	True
392	392	0	3	male	28.0	2	0	7.925	S	Third	man	True		Southampton	no	False
393	393	1	1	female	23.0	1	0	113.275	C	First	woman	False	D	Cherbourg	yes	False
394	394	1	3	female	24.0	0	2	16.7	S	Third	woman	False	G	Southampton	yes	False
395	395	0	3	male	22.0	0	0	7.7958	S	Third	man	True		Southampton	no	True
396	396	0	3	female	31.0	0	0	7.8542	S	Third	woman	False		Southampton	no	True
397	397	0	2	male	46.0	0	0	26.0	S	Second	man	True		Southampton	no	True
398	398	0	2	male	23.0	0	0	10.5	S	Second	man	True		Southampton	no	True
399	399	1	2	female	28.0	0	0	12.65	S	Second	woman	False		Southampton	yes	True
400	400	1	3	male	39.0	0	0	7.925	S	Third	man	True		Southampton	yes	True
401	401	0	3	male	26.0	0	0	8.05	S	Third	man	True		Southampton	no	True
402	402	0	3	female	21.0	1	0	9.825	S	Third	woman	False		Southampton	no	False
403	403	0	3	male	28.0	1	0	15.85	S	Third	man	True		Southampton	no	False
404	404	0	3	female	20.0	0	0	8.6625	S	Third	woman	False		Southampton	no	True
405	405	0	2	male	34.0	1	0	21.0	S	Second	man	True		Southampton	no	False
406	406	0	3	male	51.0	0	0	7.75	S	Third	man	True		Southampton	no	True
407	407	1	2	male	3.0	1	1	18.75	S	Second	child	False		Southampton	yes	False
408	408	0	3	male	21.0	0	0	7.775	S	Third	man	True		Southampton	no	True
409	409	0	3	female		3	1	25.4667	S	Third	woman	False		Southampton	no	False
410	410	0	3	male		0	0	7.8958	S	Third	man	True		Southampton	no	True
411	411	0	3	male		0	0	6.8583	Q	Third	man	True		Queenstown	no	True
412	412	1	1	female	33.0	1	0	90.0	Q	First	woman	False	C	Queenstown	yes	False
413	413	0	2	male		0	0	0.0	S	Second	man	True		Southampton	no	True
414	414	1	3	male	44.0	0	0	7.925	S	Third	man	True		Southampton	yes	True
415	415	0	3	female		0	0	8.05	S	Third	woman	False		Southampton	no	True
416	416	1	2	female	34.0	1	1	32.5	S	Second	woman	False		Southampton	yes	False
417	417	1	2	female	18.0	0	2	13.0	S	Second	woman	False		Southampton	yes	False
418	418	0	2	male	30.0	0	0	13.0	S	Second	man	True		Southampton	no	True
419	419	0	3	female	10.0	0	2	24.15	S	Third	child	False		Southampton	no	False
420	420	0	3	male		0	0	7.8958	C	Third	man	True		Cherbourg	no	True
421	421	0	3	male	21.0	0	0	7.7333	Q	Third	man	True		Queenstown	no	True
422	422	0	3	male	29.0	0	0	7.875	S	Third	man	True		Southampton	no	True
423	423	0	3	female	28.0	1	1	14.4	S	Third	woman	False		Southampton	no	False
424	424	0	3	male	18.0	1	1	20.2125	S	Third	man	True		Southampton	no	False
425	425	0	3	male		0	0	7.25	S	Third	man	True		Southampton	no	True
426	426	1	2	female	28.0	1	0	26.0	S	Second	woman	False		Southampton	yes	False
427	427	1	2	female	19.0	0	0	26.0	S	Second	woman	False		Southampton	yes	True
428	428	0	3	male		0	0	7.75	Q	Third	man	True		Queenstown	no	True
429	429	1	3	male	32.0	0	0	8.05	S	Third	man	True	E	Southampton	yes	True
430	430	1	1	male	28.0	0	0	26.55	S	First	man	True	C	Southampton	yes	True
431	431	1	3	female		1	0	16.1	S	Third	woman	False		Southampton	yes	False
432	432	1	2	female	42.0	1	0	26.0	S	Second	woman	False		Southampton	yes	False
433	433	0	3	male	17.0	0	0	7.125	S	Third	man	True		Southampton	no	True
434	434	0	1	male	50.0	1	0	55.9	S	First	man	True	E	Southampton	no	False
435	435	1	1	female	14.0	1	2	120.0	S	First	child	False	B	Southampton	yes	False
436	436	0	3	female	21.0	2	2	34.375	S	Third	woman	False		Southampton	no	False
437	437	1	2	female	24.0	2	3	18.75	S	Second	woman	False		Southampton	yes	False
438	438	0	1	male	64.0	1	4	263.0	S	First	man	True	C	Southampton	no	False
439	439	0	2	male	31.0	0	0	10.5	S	Second	man	True		Southampton	no	True
440	440	1	2	female	45.0	1	1	26.25	S	Second	woman	False		Southampton	yes	False
441	441	0	3	male	20.0	0	0	9.5	S	Third	man	True		Southampton	no	True
442	442	0	3	male	25.0	1	0	7.775	S	Third	man	True		Southampton	no	False
443	443	1	2	female	28.0	0	0	13.0	S	Second	woman	False		Southampton	yes	True
444	444	1	3	male		0	0	8.1125	S	Third	man	True		Southampton	yes	True
445	445	1	1	male	4.0	0	2	81.8583	S	First	child	False	A	Southampton	yes	False
446	446	1	2	female	13.0	0	1	19.5	S	Second	child	False		Southampton	yes	False
447	447	1	1	male	34.0	0	0	26.55	S	First	man	True		Southampton	yes	True
448	448	1	3	female	5.0	2	1	19.2583	C	Third	child	False		Cherbourg	yes	False
449	449	1	1	male	52.0	0	0	30.5	S	First	man	True	C	Southampton	yes	True
450	450	0	2	male	36.0	1	2	27.75	S	Second	man	True		Southampton	no	False
451	451	0	3	male		1	0	19.9667	S	Third	man	True		Southampton	no	False
452	452	0	1	male	30.0	0	0	27.75	C	First	man	True	C	Cherbourg	no	True
453	453	1	1	male	49.0	1	0	89.1042	C	First	man	True	C	Cherbourg	yes	False
454	454	0	3	male		0	0	8.05	S	Third	man	True		Southampton	no	True
455	455	1	3	male	29.0	0	0	7.8958	C	Third	man	True		Cherbourg	yes	True
456	456	0	1	male	65.0	0	0	26.55	S	First	man	True	E	Southampton	no	True
457	457	1	1	female		1	0	51.8625	S	First	woman	False	D	Southampton	yes	False
458	458	1	2	female	50.0	0	0	10.5	S	Second	woman	False		Southampton	yes	True
459	459	0	3	male		0	0	7.75	Q	Third	man	True		Queenstown	no	True
460	460	1	1	male	48.0	0	0	26.55	S	First	man	True	E	Southampton	yes	True
461	461	0	3	male	34.0	0	0	8.05	S	Third	man	True		Southampton	no	True
462	462	0	1	male	47.0	0	0	38.5	S	First	man	True	E	Southampton	no	True
463	463	0	2	male	48.0	0	0	13.0	S	Second	man	True		Southampton	no	True
464	464	0	3	male		0	0	8.05	S	Third	man	True		Southampton	no	True
465	465	0	3	male	38.0	0	0	7.05	S	Third	man	True		Southampton	no	True
466	466	0	2	male		0	0	0.0	S	Second	man	True		Southampton	no	True
467	467	0	1	male	56.0	0	0	26.55	S	First	man	True		Southampton	no	True
468	468	0	3	male		0	0	7.725	Q	Third	man	True		Queenstown	no	True
469	469	1	3	female	0.75	2	1	19.2583	C	Third	child	False		Cherbourg	yes	False
470	470	0	3	male		0	0	7.25	S	Third	man	True		Southampton	no	True
471	471	0	3	male	38.0	0	0	8.6625	S	Third	man	True		Southampton	no	True
472	472	1	2	female	33.0	1	2	27.75	S	Second	woman	False		Southampton	yes	False
473	473	1	2	female	23.0	0	0	13.7917	C	Second	woman	False	D	Cherbourg	yes	True
474	474	0	3	female	22.0	0	0	9.8375	S	Third	woman	False		Southampton	no	True
475	475	0	1	male		0	0	52.0	S	First	man	True	A	Southampton	no	True
476	476	0	2	male	34.0	1	0	21.0	S	Second	man	True		Southampton	no	False
477	477	0	3	male	29.0	1	0	7.0458	S	Third	man	True		Southampton	no	False
478	478	0	3	male	22.0	0	0	7.5208	S	Third	man	True		Southampton	no	True
479	479	1	3	female	2.0	0	1	12.2875	S	Third	child	False		Southampton	yes	False
480	480	0	3	male	9.0	5	2	46.9	S	Third	child	False		Southampton	no	False
481	481	0	2	male		0	0	0.0	S	Second	man	True		Southampton	no	True
482	482	0	3	male	50.0	0	0	8.05	S	Third	man	True		Southampton	no	True
483	483	1	3	female	63.0	0	0	9.5875	S	Third	woman	False		Southampton	yes	True
484	484	1	1	male	25.0	1	0	91.0792	C	First	man	True	B	Cherbourg	yes	False
485	485	0	3	female		3	1	25.4667	S	Third	woman	False		Southampton	no	False
486	486	1	1	female	35.0	1	0	90.0	S	First	woman	False	C	Southampton	yes	False
487	487	0	1	male	58.0	0	0	29.7	C	First	man	True	B	Cherbourg	no	True
488	488	0	3	male	30.0	0	0	8.05	S	Third	man	True		Southampton	no	True
489	489	1	3	male	9.0	1	1	15.9	S	Third	child	False		Southampton	yes	False
490	490	0	3	male		1	0	19.9667	S	Third	man	True		Southampton	no	False
491	491	0	3	male	21.0	0	0	7.25	S	Third	man	True		Southampton	no	True
492	492	0	1	male	55.0	0	0	30.5	S	First	man	True	C	Southampton	no	True
493	493	0	1	male	71.0	0	0	49.5042	C	First	man	True		Cherbourg	no	True
494	494	0	3	male	21.0	0	0	8.05	S	Third	man	True		Southampton	no	True
495	495	0	3	male		0	0	14.4583	C	Third	man	True		Cherbourg	no	True
496	496	1	1	female	54.0	1	0	78.2667	C	First	woman	False	D	Cherbourg	yes	False
497	497	0	3	male		0	0	15.1	S	Third	man	True		Southampton	no	True
498	498	0	1	female	25.0	1	2	151.55	S	First	woman	False	C	Southampton	no	False
499	499	0	3	male	24.0	0	0	7.7958	S	Third	man	True		Southampton	no	True
500	500	0	3	male	17.0	0	0	8.6625	S	Third	man	True		Southampton	no	True
501	501	0	3	female	21.0	0	0	7.75	Q	Third	woman	False		Queenstown	no	True
502	502	0	3	female		0	0	7.6292	Q	Third	woman	False		Queenstown	no	True
503	503	0	3	female	37.0	0	0	9.5875	S	Third	woman	False		Southampton	no	True
504	504	1	1	female	16.0	0	0	86.5	S	First	woman	False	B	Southampton	yes	True
505	505	0	1	male	18.0	1	0	108.9	C	First	man	True	C	Cherbourg	no	False
506	506	1	2	female	33.0	0	2	26.0	S	Second	woman	False		Southampton	yes	False
507	507	1	1	male		0	0	26.55	S	First	man	True		Southampton	yes	True
508	508	0	3	male	28.0	0	0	22.525	S	Third	man	True		Southampton	no	True
509	509	1	3	male	26.0	0	0	56.4958	S	Third	man	True		Southampton	yes	True
510	510	1	3	male	29.0	0	0	7.75	Q	Third	man	True		Queenstown	yes	True
511	511	0	3	male		0	0	8.05	S	Third	man	True		Southampton	no	True
512	512	1	1	male	36.0	0	0	26.2875	S	First	man	True	E	Southampton	yes	True
513	513	1	1	female	54.0	1	0	59.4	C	First	woman	False		Cherbourg	yes	False
514	514	0	3	male	24.0	0	0	7.4958	S	Third	man	True		Southampton	no	True
515	515	0	1	male	47.0	0	0	34.0208	S	First	man	True	D	Southampton	no	True
516	516	1	2	female	34.0	0	0	10.5	S	Second	woman	False	F	Southampton	yes	True
517	517	0	3	male		0	0	24.15	Q	Third	man	True		Queenstown	no	True
518	518	1	2	female	36.0	1	0	26.0	S	Second	woman	False		Southampton	yes	False
519	519	0	3	male	32.0	0	0	7.8958	S	Third	man	True		Southampton	no	True
520	520	1	1	female	30.0	0	0	93.5	S	First	woman	False	B	Southampton	yes	True
521	521	0	3	male	22.0	0	0	7.8958	S	Third	man	True		Southampton	no	True
522	522	0	3	male		0	0	7.225	C	Third	man	True		Cherbourg	no	True
523	523	1	1	female	44.0	0	1	57.9792	C	First	woman	False	B	Cherbourg	yes	False
524	524	0	3	male		0	0	7.2292	C	Third	man	True		Cherbourg	no	True
525	525	0	3	male	40.5	0	0	7.75	Q	Third	man	True		Queenstown	no	True
526	526	1	2	female	50.0	0	0	10.5	S	Second	woman	False		Southampton	yes	True
527	527	0	1	male		0	0	221.7792	S	First	man	True	C	Southampton	no	True
528	528	0	3	male	39.0	0	0	7.925	S	Third	man	True		Southampton	no	True
529	529	0	2	male	23.0	2	1	11.5	S	Second	man	True		Southampton	no	False
530	530	1	2	female	2.0	1	1	26.0	S	Second	child	False		Southampton	yes	False
531	531	0	3	male		0	0	7.2292	C	Third	man	True		Cherbourg	no	True
532	532	0	3	male	17.0	1	1	7.2292	C	Third	man	True		Cherbourg	no	False
533	533	1	3	female		0	2	22.3583	C	Third	woman	False		Cherbourg	yes	False
534	534	0	3	female	30.0	0	0	8.6625	S	Third	woman	False		Southampton	no	True
535	535	1	2	female	7.0	0	2	26.25	S	Second	child	False		Southampton	yes	False
536	536	0	1	male	45.0	0	0	26.55	S	First	man	True	B	Southampton	no	True
537	537	1	1	female	30.0	0	0	106.425	C	First	woman	False		Cherbourg	yes	True
538	538	0	3	male		0	0	14.5	S	Third	man	True		Southampton	no	True
539	539	1	1	female	22.0	0	2	49.5	C	First	woman	False	B	Cherbourg	yes	False
540	540	1	1	female	36.0	0	2	71.0	S	First	woman	False	B	Southampton	yes	False
541	541	0	3	female	9.0	4	2	31.275	S	Third	child	False		Southampton	no	False
542	542	0	3	female	11.0	4	2	31.275	S	Third	child	False		Southampton	no	False
543	543	1	2	male	32.0	1	0	26.0	S	Second	man	True		Southampton	yes	False
544	544	0	1	male	50.0	1	0	106.425	C	First	man	True	C	Cherbourg	no	False
545	545	0	1	male	64.0	0	0	26.0	S	First	man	True		Southampton	no	True
546	546	1	2	female	19.0	1	0	26.0	S	Second	woman	False		Southampton	yes	False
547	547	1	2	male		0	0	13.8625	C	Second	man	True		Cherbourg	yes	True
548	548	0	3	male	33.0	1	1	20.525	S	Third	man	True		Southampton	no	False
549	549	1	2	male	8.0	1	1	36.75	S	Second	child	False		Southampton	yes	False
550	550	1	1	male	17.0	0	2	110.8833	C	First	man	True	C	Cherbourg	yes	False
551	551	0	2	male	27.0	0	0	26.0	S	Second	man	True		Southampton	no	True
552	552	0	3	male		0	0	7.8292	Q	Third	man	True		Queenstown	no	True
553	553	1	3	male	22.0	0	0	7.225	C	Third	man	True		Cherbourg	yes	True
554	554	1	3	female	22.0	0	0	7.775	S	Third	woman	False		Southampton	yes	True
555	555	0	1	male	62.0	0	0	26.55	S	First	man	True		Southampton	no	True
556	556	1	1	female	48.0	1	0	39.6	C	First	woman	False	A	Cherbourg	yes	False
557	557	0	1	male		0	0	227.525	C	First	man	True		Cherbourg	no	True
558	558	1	1	female	39.0	1	1	79.65	S	First	woman	False	E	Southampton	yes	False
559	559	1	3	female	36.0	1	0	17.4	S	Third	woman	False		Southampton	yes	False
560	560	0	3	male		0	0	7.75	Q	Third	man	True		Queenstown	no	True
561	561	0	3	male	40.0	0	0	7.8958	S	Third	man	True		Southampton	no	True
562	562	0	2	male	28.0	0	0	13.5	S	Second	man	True		Southampton	no	True
563	563	0	3	male		0	0	8.05	S	Third	man	True		Southampton	no	True
564	564	0	3	female		0	0	8.05	S	Third	woman	False		Southampton	no	True
565	565	0	3	male	24.0	2	0	24.15	S	Third	man	True		Southampton	no	False
566	566	0	3	male	19.0	0	0	7.8958	S	Third	man	True		Southampton	no	True
567	567	0	3	female	29.0	0	4	21.075	S	Third	woman	False		Southampton	no	False
568	568	0	3	male		0	0	7.2292	C	Third	man	True		Cherbourg	no	True
569	569	1	3	male	32.0	0	0	7.8542	S	Third	man	True		Southampton	yes	True
570	570	1	2	male	62.0	0	0	10.5	S	Second	man	True		Southampton	yes	True
571	571	1	1	female	53.0	2	0	51.4792	S	First	woman	False	C	Southampton	yes	False
572	572	1	1	male	36.0	0	0	26.3875	S	First	man	True	E	Southampton	yes	True
573	573	1	3	female		0	0	7.75	Q	Third	woman	False		Queenstown	yes	True
574	574	0	3	male	16.0	0	0	8.05	S	Third	man	True		Southampton	no	True
575	575	0	3	male	19.0	0	0	14.5	S	Third	man	True		Southampton	no	True
576	576	1	2	female	34.0	0	0	13.0	S	Second	woman	False		Southampton	yes	True
577	577	1	1	female	39.0	1	0	55.9	S	First	woman	False	E	Southampton	yes	False
578	578	0	3	female		1	0	14.4583	C	Third	woman	False		Cherbourg	no	False
579	579	1	3	male	32.0	0	0	7.925	S	Third	man	True		Southampton	yes	True
580	580	1	2	female	25.0	1	1	30.0	S	Second	woman	False		Southampton	yes	False
581	581	1	1	female	39.0	1	1	110.8833	C	First	woman	False	C	Cherbourg	yes	False
582	582	0	2	male	54.0	0	0	26.0	S	Second	man	True		Southampton	no	True
583	583	0	1	male	36.0	0	0	40.125	C	First	man	True	A	Cherbourg	no	True
584	584	0	3	male		0	0	8.7125	C	Third	man	True		Cherbourg	no	True
585	585	1	1	female	18.0	0	2	79.65	S	First	woman	False	E	Southampton	yes	False
586	586	0	2	male	47.0	0	0	15.0	S	Second	man	True		Southampton	no	True
587	587	1	1	male	60.0	1	1	79.2	C	First	man	True	B	Cherbourg	yes	False
588	588	0	3	male	22.0	0	0	8.05	S	Third	man	True		Southampton	no	True
589	589	0	3	male		0	0	8.05	S	Third	man	True		Southampton	no	True
590	590	0	3	male	35.0	0	0	7.125	S	Third	man	True		Southampton	no	True
591	591	1	1	female	52.0	1	0	78.2667	C	First	woman	False	D	Cherbourg	yes	False
592	592	0	3	male	47.0	0	0	7.25	S	Third	man	True		Southampton	no	True
593	593	0	3	female		0	2	7.75	Q	Third	woman	False		Queenstown	no	False
594	594	0	2	male	37.0	1	0	26.0	S	Second	man	True		Southampton	no	False
595	595	0	3	male	36.0	1	1	24.15	S	Third	man	True		Southampton	no	False
596	596	1	2	female		0	0	33.0	S	Second	woman	False		Southampton	yes	True
597	597	0	3	male	49.0	0	0	0.0	S	Third	man	True		Southampton	no	True
598	598	0	3	male		0	0	7.225	C	Third	man	True		Cherbourg	no	True
599	599	1	1	male	49.0	1	0	56.9292	C	First	man	True	A	Cherbourg	yes	False
600	600	1	2	female	24.0	2	1	27.0	S	Second	woman	False		Southampton	yes	False
601	601	0	3	male		0	0	7.8958	S	Third	man	True		Southampton	no	True
602	602	0	1	male		0	0	42.4	S	First	man	True		Southampton	no	True
603	603	0	3	male	44.0	0	0	8.05	S	Third	man	True		Southampton	no	True
604	604	1	1	male	35.0	0	0	26.55	C	First	man	True		Cherbourg	yes	True
605	605	0	3	male	36.0	1	0	15.55	S	Third	man	True		Southampton	no	False
606	606	0	3	male	30.0	0	0	7.8958	S	Third	man	True		Southampton	no	True
607	607	1	1	male	27.0	0	0	30.5	S	First	man	True		Southampton	yes	True
608	608	1	2	female	22.0	1	2	41.5792	C	Second	woman	False		Cherbourg	yes	False
609	609	1	1	female	40.0	0	0	153.4625	S	First	woman	False	C	Southampton	yes	True
610	610	0	3	female	39.0	1	5	31.275	S	Third	woman	False		Southampton	no	False
611	611	0	3	male		0	0	7.05	S	Third	man	True		Southampton	no	True
612	612	1	3	female		1	0	15.5	Q	Third	woman	False		Queenstown	yes	False
613	613	0	3	male		0	0	7.75	Q	Third	man	True		Queenstown	no	True
614	614	0	3	male	35.0	0	0	8.05	S	Third	man	True		Southampton	no	True
615	615	1	2	female	24.0	1	2	65.0	S	Second	woman	False		Southampton	yes	False
616	616	0	3	male	34.0	1	1	14.4	S	Third	man	True		Southampton	no	False
617	617	0	3	female	26.0	1	0	16.1	S	Third	woman	False		Southampton	no	False
618	618	1	2	female	4.0	2	1	39.0	S	Second	child	False	F	Southampton	yes	False
619	619	0	2	male	26.0	0	0	10.5	S	Second	man	True		Southampton	no	True
620	620	0	3	male	27.0	1	0	14.4542	C	Third	man	True		Cherbourg	no	False
621	621	1	1	male	42.0	1	0	52.5542	S	First	man	True	D	Southampton	yes	False
622	622	1	3	male	20.0	1	1	15.7417	C	Third	man	True		Cherbourg	yes	False
623	623	0	3	male	21.0	0	0	7.8542	S	Third	man	True		Southampton	no	True
624	624	0	3	male	21.0	0	0	16.1	S	Third	man	True		Southampton	no	True
625	625	0	1	male	61.0	0	0	32.3208	S	First	man	True	D	Southampton	no	True
626	626	0	2	male	57.0	0	0	12.35	Q	Second	man	True		Queenstown	no	True
627	627	1	1	female	21.0	0	0	77.9583	S	First	woman	False	D	Southampton	yes	True
628	628	0	3	male	26.0	0	0	7.8958	S	Third	man	True		Southampton	no	True
629	629	0	3	male		0	0	7.7333	Q	Third	man	True		Queenstown	no	True
630	630	1	1	male	80.0	0	0	30.0	S	First	man	True	A	Southampton	yes	True
631	631	0	3	male	51.0	0	0	7.0542	S	Third	man	True		Southampton	no	True
632	632	1	1	male	32.0	0	0	30.5	C	First	man	True	B	Cherbourg	yes	True
633	633	0	1	male		0	0	0.0	S	First	man	True		Southampton	no	True
634	634	0	3	female	9.0	3	2	27.9	S	Third	child	False		Southampton	no	False
635	635	1	2	female	28.0	0	0	13.0	S	Second	woman	False		Southampton	yes	True
636	636	0	3	male	32.0	0	0	7.925	S	Third	man	True		Southampton	no	True
637	637	0	2	male	31.0	1	1	26.25	S	Second	man	True		Southampton	no	False
638	638	0	3	female	41.0	0	5	39.6875	S	Third	woman	False		Southampton	no	False
639	639	0	3	male		1	0	16.1	S	Third	man	True		Southampton	no	False
640	640	0	3	male	20.0	0	0	7.8542	S	Third	man	True		Southampton	no	True
641	641	1	1	female	24.0	0	0	69.3	C	First	woman	False	B	Cherbourg	yes	True
642	642	0	3	female	2.0	3	2	27.9	S	Third	child	False		Southampton	no	False
643	643	1	3	male		0	0	56.4958	S	Third	man	True		Southampton	yes	True
644	644	1	3	female	0.75	2	1	19.2583	C	Third	child	False		Cherbourg	yes	False
645	645	1	1	male	48.0	1	0	76.7292	C	First	man	True	D	Cherbourg	yes	False
646	646	0	3	male	19.0	0	0	7.8958	S	Third	man	True		Southampton	no	True
647	647	1	1	male	56.0	0	0	35.5	C	First	man	True	A	Cherbourg	yes	True
648	648	0	3	male		0	0	7.55	S	Third	man	True		Southampton	no	True
649	649	1	3	female	23.0	0	0	7.55	S	Third	woman	False		Southampton	yes	True
650	650	0	3	male		0	0	7.8958	S	Third	man	True		Southampton	no	True
651	651	1	2	female	18.0	0	1	23.0	S	Second	woman	False		Southampton	yes	False
652	652	0	3	male	21.0	0	0	8.4333	S	Third	man	True		Southampton	no	True
653	653	1	3	female		0	0	7.8292	Q	Third	woman	False		Queenstown	yes	True
654	654	0	3	female	18.0	0	0	6.75	Q	Third	woman	False		Queenstown	no	True
655	655	0	2	male	24.0	2	0	73.5	S	Second	man	True		Southampton	no	False
656	656	0	3	male		0	0	7.8958	S	Third	man	True		Southampton	no	True
657	657	0	3	female	32.0	1	1	15.5	Q	Third	woman	False		Queenstown	no	False
658	658	0	2	male	23.0	0	0	13.0	S	Second	man	True		Southampton	no	True
659	659	0	1	male	58.0	0	2	113.275	C	First	man	True	D	Cherbourg	no	False
660	660	1	1	male	50.0	2	0	133.65	S	First	man	True		Southampton	yes	False
661	661	0	3	male	40.0	0	0	7.225	C	Third	man	True		Cherbourg	no	True
662	662	0	1	male	47.0	0	0	25.5875	S	First	man	True	E	Southampton	no	True
663	663	0	3	male	36.0	0	0	7.4958	S	Third	man	True		Southampton	no	True
664	664	1	3	male	20.0	1	0	7.925	S	Third	man	True		Southampton	yes	False
665	665	0	2	male	32.0	2	0	73.5	S	Second	man	True		Southampton	no	False
666	666	0	2	male	25.0	0	0	13.0	S	Second	man	True		Southampton	no	True
667	667	0	3	male		0	0	7.775	S	Third	man	True		Southampton	no	True
668	668	0	3	male	43.0	0	0	8.05	S	Third	man	True		Southampton	no	True
669	669	1	1	female		1	0	52.0	S	First	woman	False	C	Southampton	yes	False
670	670	1	2	female	40.0	1	1	39.0	S	Second	woman	False		Southampton	yes	False
671	671	0	1	male	31.0	1	0	52.0	S	First	man	True	B	Southampton	no	False
672	672	0	2	male	70.0	0	0	10.5	S	Second	man	True		Southampton	no	True
673	673	1	2	male	31.0	0	0	13.0	S	Second	man	True		Southampton	yes	True
674	674	0	2	male		0	0	0.0	S	Second	man	True		Southampton	no	True
675	675	0	3	male	18.0	0	0	7.775	S	Third	man	True		Southampton	no	True
676	676	0	3	male	24.5	0	0	8.05	S	Third	man	True		Southampton	no	True
677	677	1	3	female	18.0	0	0	9.8417	S	Third	woman	False		Southampton	yes	True
678	678	0	3	female	43.0	1	6	46.9	S	Third	woman	False		Southampton	no	False
